regime,method,test_cvar,objective,mean_return,tc_adjusted_return,volatility,sharpe,sortino,max_drawdown,turnover,tail_loss_frequency,oracle_objective,oracle_regret,n_periods,test_cvar_sem,objective_sem,mean_return_sem,tc_adjusted_return_sem,volatility_sem,sharpe_sem,sortino_sem,max_drawdown_sem,turnover_sem,tail_loss_frequency_sem,oracle_objective_sem,oracle_regret_sem,n_periods_sem,test_cvar_win_rate,oracle_regret_win_rate,tc_adjusted_return_win_rate
high_cost_turnover_constrained,dfl_lp,0.017891686507185648,0.018109955303034463,0.0007530320139713563,-0.00109134397924407,0.00718380517734894,-0.15153405162885578,-0.17800747154321778,-0.16495913561593373,0.3686241921805288,0.088,0.016145031580610494,0.0019649237224239674,500.0,0.0007817256024740799,0.0008140254955898201,0.0002903404668659465,0.0002702238583817009,0.0002216745261558291,0.03535837727974979,0.0357276360440214,0.015393147379533434,0.006163517606127006,0.016970562748477143,0.0008946636277639256,0.0006830255820724784,0.0,1.0,1.0,1.0
high_cost_turnover_constrained,mlp_dfl_lp,0.01922110878263077,0.01968745388510101,-0.0005146835578581419,-0.0023317255123512055,0.00727915746522693,-0.32589203007038403,-0.3464351636292157,-0.2625776943180603,0.3631132972768265,0.1024,0.016145031580610494,0.003542422304490517,500.0,0.0005996340591287908,0.0005974705063839764,0.00019965639398059317,0.0001696774449382566,0.00030891416585764416,0.0344451592813185,0.028441395242071343,0.008305768735133856,0.009679614410859901,0.013481839637082174,0.0008946636277639256,0.00047001985663757567,0.0,0.0,0.0,0.0
