method,test_cvar,objective,mean_return,tc_adjusted_return,volatility,sharpe,sortino,max_drawdown,turnover,tail_loss_frequency,oracle_objective,oracle_regret,experiment,regime,seed
robust_two_stage,0.008729774721737601,0.008554684280882496,0.0013923872050896743,0.0008754522042755276,0.004487375223233487,0.19509226675490865,0.3283626839951047,-0.028244694981306218,0.5131366352681583,0.056,0.00395610957727362,0.004598574703608876,research_grid,heavy_tail_medium_sample,1
dfl,0.014212593784588626,0.013857856094883558,0.0024926923899380787,0.0017736884485253434,0.008587726912873211,0.20653759327861296,0.38176545005379836,-0.04462240048766064,0.7195441414117952,0.056,0.00395610957727362,0.009901746517609937,research_grid,heavy_tail_medium_sample,1
robust_dfl,0.014449458876698573,0.0142100742276509,0.0018739888208072228,0.0011969232452383714,0.007830036447435908,0.1528630489935284,0.2711202262316769,-0.05720445901172633,0.6739234786687431,0.056,0.00395610957727362,0.01025396465037728,research_grid,heavy_tail_medium_sample,1
equal_weight,0.010962000358783261,0.011498453034688376,-0.002682263379525569,-0.002682263379525569,0.0044234553958353755,-0.6063728779642519,-0.857214004208121,-0.28808589929024075,0.0,0.056,0.00422265305149549,0.007275799983192886,research_grid,heavy_tail_medium_sample,2
min_variance,0.009800961468284405,0.010310449238883185,-0.002544980070893842,-0.0025474388529939055,0.0036295656401177756,-0.7018577716669662,-0.9785959424377872,-0.27551998074378214,5.2909066017292616e-17,0.056,0.00422265305149549,0.006087796187387695,research_grid,heavy_tail_medium_sample,2
two_stage,0.0061949046017911675,0.005284997319683484,0.005282729999027579,0.004549536410538416,0.005860789035596128,0.7762668784237161,1.7425853581266268,-0.014959312153641768,0.7291797529648808,0.056,0.00422265305149549,0.0010623442681879942,research_grid,heavy_tail_medium_sample,2
robust_two_stage,0.004831844985641131,0.004249620058202166,0.003506512071208812,0.0029111246371948257,0.005111730755532756,0.56949882062439,1.8504786416453383,-0.013161994903561514,0.5923110264584217,0.056,0.00422265305149549,2.696700670667615e-05,research_grid,heavy_tail_medium_sample,2
dfl,0.01674684870151109,0.016283874793154896,0.0030683631396002426,0.0023148695417809723,0.009248531100981039,0.2502959136165014,0.41826336504735884,-0.04542503020997635,0.753398977522167,0.056,0.00422265305149549,0.012061221741659406,research_grid,heavy_tail_medium_sample,2
robust_dfl,0.016987308887467332,0.016765430603694738,0.0018149033390515048,0.00110939141886297,0.008678928224586671,0.12782585476307223,0.19840924256933382,-0.04113467863980613,0.7084491690331621,0.056,0.00422265305149549,0.012542777552199248,research_grid,heavy_tail_medium_sample,2
equal_weight,0.010790034247106608,0.011383181156309695,-0.002965734546015439,-0.002965734546015439,0.003961317089947018,-0.7486738571858257,-1.0416263137048318,-0.3193056388375558,0.0,0.056,0.008824301807562189,0.0025588793487475066,research_grid,heavy_tail_medium_sample,3
min_variance,0.010418627498070937,0.010964027933530733,-0.002723856799501389,-0.0027270021772989863,0.003951806121649469,-0.6900647685293532,-0.9309149261960167,-0.29676117473026287,4.098026030661338e-14,0.056,0.008824301807562189,0.0021397261259685444,research_grid,heavy_tail_medium_sample,3
two_stage,0.010947568920451593,0.010415751957451107,0.0033607828813192503,0.0026590848150024283,0.006452406873878397,0.4121074300746947,0.6694507914885548,-0.024552864381777284,0.699212920235635,0.056,0.008824301807562189,0.0015914501498889184,research_grid,heavy_tail_medium_sample,3
robust_two_stage,0.010078098246955932,0.009903583984570441,0.0014386984665608813,0.0008725713119274546,0.005679154494323746,0.15364458083433646,0.2707765326988244,-0.04588391572933881,0.5642043185899849,0.056,0.008824301807562189,0.0010792821770082527,research_grid,heavy_tail_medium_sample,3
dfl,0.014479468073205048,0.014173140450754521,0.00232644458822663,0.0015316381122526337,0.009657904975914275,0.15858906418252997,0.3256724386293252,-0.05584417570327238,0.7951040383436982,0.056,0.008824301807562189,0.005348838643192333,research_grid,heavy_tail_medium_sample,3
robust_dfl,0.017471648854760508,0.017224206572174685,0.0020183664873396215,0.0012372114129291162,0.008932180697755263,0.1385116865248289,0.209638910741757,-0.09488129819214941,0.7824779597466872,0.056,0.008824301807562189,0.008399904764612496,research_grid,heavy_tail_medium_sample,3
equal_weight,0.012448151313582187,0.013112902216421383,-0.0033237545141959787,-0.0033237545141959787,0.004766723251204602,-0.6972828793152083,-0.9638640720485465,-0.33854913611492543,0.0,0.056,0.008003785575725635,0.0051091166406957485,research_grid,heavy_tail_medium_sample,4
min_variance,0.011116298454086324,0.011726902998644333,-0.003049835799293905,-0.0030530227227900416,0.003943111633485068,-0.7742673821581356,-1.0534366761906886,-0.3161711388404891,7.348092788361435e-17,0.056,0.008003785575725635,0.003723117422918698,research_grid,heavy_tail_medium_sample,4
two_stage,0.009865641351346573,0.009348280099929253,0.003308446737321669,0.0025868062570866012,0.0062618238920322585,0.4131074749586981,0.7810610151260522,-0.01881792154796247,0.7183423002244562,0.056,0.008003785575725635,0.001344494524203618,research_grid,heavy_tail_medium_sample,4
robust_two_stage,0.009615556130601005,0.009484581446610671,0.001227619882297046,0.000654873419951669,0.005481944597442449,0.11946005804906057,0.22762164168880542,-0.023105016383303312,0.5724645620892937,0.056,0.008003785575725635,0.001480795870885036,research_grid,heavy_tail_medium_sample,4
dfl,0.020500929811505354,0.02038719145806148,0.0013576132633130221,0.0005686917672193611,0.009428630666686049,0.060315414535049135,0.0898616985340483,-0.10426373579601744,0.7870114528944882,0.056,0.008003785575725635,0.012383405882335845,research_grid,heavy_tail_medium_sample,4
robust_dfl,0.016166090531679382,0.016224759819550252,0.00041046638004562817,-0.0002933464393543554,0.007791843788172434,-0.037647885056678154,-0.05911144342421835,-0.16651623285470996,0.7018796228865513,0.056,0.008003785575725635,0.008220974243824617,research_grid,heavy_tail_medium_sample,4
equal_weight,0.009837108392818119,0.010325541175902207,-0.0024421639154204354,-0.0024421639154204354,0.0035910214687443834,-0.6800749970437447,-0.9254846040253447,-0.2641330485317962,0.0,0.056,0.0013098781994853612,0.009015662976416846,research_grid,nonlinear_misspecified,0
min_variance,0.008615667635613472,0.009001714017769447,-0.0019262373321250817,-0.001930231910779869,0.003407569660407471,-0.5664541308254873,-0.7938127420409616,-0.21753286494578705,5.1379816340133625e-17,0.056,0.0013098781994853612,0.007691835818284086,research_grid,nonlinear_misspecified,0
two_stage,0.005494099129802609,0.004013132047699161,0.008200046328986393,0.007404835410517243,0.005664756631409354,1.3071762638755748,2.3156480513850326,-0.010747332848871749,0.7932262889927515,0.056,0.0013098781994853612,0.0027032538482137996,research_grid,nonlinear_misspecified,0
robust_two_stage,0.003780855684734168,0.0026837393360701527,0.006152121188968377,0.0054855817433200746,0.004741262485329018,1.1569875658935211,2.9494311753338875,-0.005456537619013657,0.6653131442869312,0.056,0.0013098781994853612,0.0013738611365847915,research_grid,nonlinear_misspecified,0
dfl,0.017049423654270753,0.01646999537575368,0.0036500021115074,0.0028971413925853668,0.008123320262436505,0.3566449799628797,0.475265926119106,-0.02707796528744222,0.7554833431925752,0.056,0.0013098781994853612,0.015160117176268318,research_grid,nonlinear_misspecified,0
robust_dfl,0.014966687589625839,0.014385937789772376,0.0036745426437689525,0.0029037489992673133,0.007716691125174417,0.37629457390331744,0.5624356730847334,-0.020772463335188007,0.7743713182758262,0.056,0.0013098781994853612,0.013076059590287015,research_grid,nonlinear_misspecified,0
equal_weight,0.010185391597769803,0.010486576841831775,-0.0015059262203098655,-0.0015059262203098655,0.00470449502246001,-0.32010369078938966,-0.5005517226316333,-0.19435394482274249,0.0,0.056,0.001077726197277513,0.009408850644554262,research_grid,nonlinear_misspecified,1
min_variance,0.0067033572147000755,0.007041637290276328,-0.0016867830820955782,-0.0016914003778812628,0.0031481991272733025,-0.5372596551123968,-0.9936044702667672,-0.20097203847887024,6.222131345103424e-16,0.056,0.001077726197277513,0.005963911092998815,research_grid,nonlinear_misspecified,1
two_stage,0.003998609756671048,0.0029554756879660994,0.005986518742455162,0.005215670343524743,0.00550507263625832,0.9474298864333045,3.479649047711013,-0.004494984919803713,0.7678066773852741,0.056,0.001077726197277513,0.0018777494906885863,research_grid,nonlinear_misspecified,1
robust_two_stage,0.004199866826512824,0.0035195881056004786,0.004014435364799916,0.0034013936045617296,0.004791354776255015,0.7099022641171231,2.3069651798496085,-0.008089646425159858,0.6084150013550099,0.056,0.001077726197277513,0.0024418619083229655,research_grid,nonlinear_misspecified,1
dfl,0.009986773679296675,0.00946546463611087,0.00330818494506303,0.0026065452159290212,0.006814583947979056,0.38249513623198184,0.836599454923459,-0.02779363645011479,0.7019846501860738,0.056,0.001077726197277513,0.008387738438833357,research_grid,nonlinear_misspecified,1
robust_dfl,0.012967195286975543,0.012600107808788778,0.002593987857110795,0.0018354373909338234,0.007330169359489468,0.25039495005764273,0.4348066810723428,-0.035669051821754505,0.7611776803321726,0.056,0.001077726197277513,0.011522381611511265,research_grid,nonlinear_misspecified,1
equal_weight,0.00941187899973563,0.009802483430523673,-0.0019530221539402134,-0.0019530221539402134,0.0036727797396109312,-0.5317558611928488,-0.7253903371379049,-0.22141877602554827,0.0,0.056,0.0014925132722053548,0.008309970158318318,research_grid,nonlinear_misspecified,2
min_variance,0.008327547390306495,0.008732678976937313,-0.0020225659680634034,-0.0020256579331540867,0.002963733055519027,-0.6834819109968253,-0.9157648805871702,-0.2259802582012671,7.351590214724292e-18,0.056,0.0014925132722053548,0.007240165704731958,research_grid,nonlinear_misspecified,2
two_stage,0.004733245352437844,0.0034019074310464603,0.007436551902083518,0.006656689606956919,0.00587136375036934,1.1337552720020834,3.269990541761275,-0.00992051991822196,0.7761966352974374,0.056,0.0014925132722053548,0.0019093941588411054,research_grid,nonlinear_misspecified,2
robust_two_stage,0.004286747084603886,0.0033186851828570837,0.005514984687308416,0.004840309508734012,0.005247299303070295,0.9224382350325272,3.212845902298942,-0.010995422355414841,0.6723199995493235,0.056,0.0014925132722053548,0.0018261719106517289,research_grid,nonlinear_misspecified,2
dfl,0.010334670382864604,0.009484084638874207,0.004994061246771096,0.004252928719951983,0.007869873101073161,0.5404062638356435,1.1408994205492593,-0.02231390126445021,0.7409091872216959,0.056,0.0014925132722053548,0.007991571366668853,research_grid,nonlinear_misspecified,2
robust_dfl,0.01412532315981534,0.01358763355979227,0.0033490574907010405,0.0026884480001153504,0.00787316559003137,0.3414697644842966,0.574900144442301,-0.0423992711473582,0.6572423180813366,0.056,0.0014925132722053548,0.012095120287586915,research_grid,nonlinear_misspecified,2
equal_weight,0.0076819242877108045,0.00799115576076942,-0.0015461573652930758,-0.0015461573652930758,0.0033847609074522597,-0.45679958115566954,-0.6741640949572557,-0.1851488943883256,0.0,0.056,0.0007285328221718576,0.007262622938597562,research_grid,nonlinear_misspecified,3
min_variance,0.007119500059522696,0.007441724138098074,-0.0016080761426009629,-0.0016111203928768905,0.0030004197134901292,-0.5369650069609255,-0.7768077212295305,-0.18369896900539384,2.6930182993994786e-17,0.056,0.0007285328221718576,0.006713191315926216,research_grid,nonlinear_misspecified,3
two_stage,0.0046739173056473465,0.003497892433207736,0.006625239070068874,0.005880124362198051,0.005237532145453929,1.1226898848113398,2.155077026403004,-0.008810679749305939,0.7430955469145131,0.056,0.0007285328221718576,0.0027693596110358785,research_grid,nonlinear_misspecified,3
