regime,method,test_cvar,objective,mean_return,tc_adjusted_return,volatility,sharpe,sortino,max_drawdown,turnover,tail_loss_frequency,oracle_objective,oracle_regret,test_cvar_sem,objective_sem,mean_return_sem,tc_adjusted_return_sem,volatility_sem,sharpe_sem,sortino_sem,max_drawdown_sem,turnover_sem,tail_loss_frequency_sem,oracle_objective_sem,oracle_regret_sem,test_cvar_win_rate,oracle_regret_win_rate,tc_adjusted_return_win_rate
heavy_tail_medium_sample,dfl,0.017680993546705635,0.01736379711893038,0.0023435555926153095,0.0015859821388762613,0.00960558310292973,0.1665029095032233,0.2910313150199608,-0.06371143765197096,0.7566465510302784,0.05600000000000001,0.006539265296158321,0.01082453182277206,0.001643048474120227,0.001663899962692671,0.00027718513297097906,0.0002853402436146514,0.00041510140793285993,0.03166785303452959,0.05862411450666356,0.011016275830310599,0.01516380400032964,0.0,0.0010180516443029954,0.001545561900167988,0.0,0.0,0.0
heavy_tail_medium_sample,equal_weight,0.011918740687777846,0.01247271293097826,-0.0027698612160020745,-0.0027698612160020745,0.004795640777368529,-0.5956909627319715,-0.8468365189776822,-0.29776829371749375,0.0,0.05600000000000001,0.006539265296158321,0.0059334476348199385,0.0004587860731197287,0.0004439075548444824,0.00020902304749279455,0.00020902304749279455,0.00033454156789956645,0.06995823588975754,0.08635060324822669,0.01685313262642854,0.0,0.0,0.0010180516443029954,0.0011950205293176305,0.0,0.0,0.0
heavy_tail_medium_sample,min_variance,0.010096990689316248,0.010627059817538042,-0.0026470198129174833,-0.002650345641108974,0.003853730013444463,-0.6875872168636847,-0.955271040519596,-0.28444382484552877,8.247751897378747e-15,0.05600000000000001,0.006539265296158321,0.004087794521379721,0.00040262982420639324,0.00042836297845525714,0.00013140297774534367,0.00013117271984327538,0.00012311970585883938,0.02556555251886813,0.02949330128444046,0.012046864772463329,8.183136418216693e-15,0.0,0.0010180516443029954,0.0007016719252565814,0.0,0.0,0.0
heavy_tail_medium_sample,robust_dfl,0.016780333377730477,0.01658657253509221,0.00168644135764678,0.0009688042131913361,0.008528262740219339,0.11019205567174364,0.1745852949206555,-0.08741360159306874,0.716966254557547,0.05600000000000001,0.006539265296158321,0.01004730723893389,0.0007252766476725523,0.0007039392008985959,0.0003304843199776376,0.0003261549685364108,0.0003154513758441108,0.037614419851978505,0.059940769819195446,0.02175887839921629,0.01795257504868777,0.0,0.0010180516443029954,0.0008035821365371772,0.0,0.0,0.0
heavy_tail_medium_sample,robust_two_stage,0.007956486406398806,0.007664932107643999,0.002022365748188087,0.0014577714937740389,0.005148805761808875,0.28678897424886357,0.7181743688543956,-0.02706097297583916,0.5627883199020826,0.05600000000000001,0.006539265296158321,0.0011256668114856777,0.0009914153474551203,0.001075360341515981,0.0004385592870604342,0.00043045274303619735,0.0002071636120737755,0.08545205324451643,0.30927954490259424,0.005334629781444628,0.013255522101778215,0.0,0.0010180516443029954,0.0010147594013955631,0.8,0.6,0.0
heavy_tail_medium_sample,two_stage,0.00848785779322675,0.007823264487740521,0.004045191920112604,0.0033229665274311397,0.005945288203577598,0.5625979424823029,1.0952003347989876,-0.019463344436024866,0.7196352681150493,0.05600000000000001,0.006539265296158321,0.0012839991915821996,0.0008487718889388542,0.0009169770090543765,0.00041897644876021496,0.0004108172897182103,0.00025579098365839474,0.07090609189649875,0.19511168991761466,0.002016946910474247,0.011272969544441399,0.0,0.0010180516443029954,0.0006597471834670157,0.2,0.4,1.0
high_cost_turnover_constrained,dfl,0.033209663027086805,0.03377277642487374,0.0007020545189715628,-0.0028155669889346644,0.011148572137722756,-0.26513181049273055,-0.29682028440342767,-0.31250915878614677,0.7038833694966075,0.05600000000000001,0.016114575746029525,0.017658200678844216,0.0017794012136907033,0.0017674796551655923,0.0004776438209278712,0.0005102728308715332,0.0007433833336575029,0.05635973403070756,0.06066307686352786,0.04152647299709911,0.015459039220362743,0.0,0.00020870741517118436,0.00180295728872195,0.0,0.0,0.0
high_cost_turnover_constrained,equal_weight,0.038855595440160436,0.039842603023807335,-0.004935037918234493,-0.004935037918234493,0.009706412498594247,-0.5063694142519253,-0.4951669761123004,-0.4572077594231141,0.0,0.05600000000000001,0.016114575746029525,0.02372802727777781,0.002429353407738852,0.002501931425555675,0.00039003664088246447,0.00039003664088246447,0.00036089697019568966,0.02807621212480934,0.026608871839237082,0.02219078327792663,0.0,0.0,0.00020870741517118436,0.0023899865621826648,0.0,0.0,0.0
high_cost_turnover_constrained,min_variance,0.019611985905738042,0.02030389887503108,-0.003421324817071445,-0.0034595648464651936,0.005937203850488557,-0.5855186328307042,-0.6741378263428868,-0.3471097489906726,0.004483876893901119,0.05600000000000001,0.016114575746029525,0.004189323129001555,0.0011033787193500237,0.0011323563257542861,0.00022205240221065856,0.00022040665633999584,0.00024455422111387554,0.03864940026009334,0.04238862472339745,0.014501411627632783,0.0005017419489101522,0.0,0.00020870741517118436,0.0011218459998840894,0.0,0.0,0.0
high_cost_turnover_constrained,robust_dfl,0.032532062990444435,0.03309077940213326,0.0005410072545215319,-0.0027935820584441156,0.010599953190490324,-0.2638859463767414,-0.2938350387427836,-0.3087599705093388,0.6661914872334249,0.05600000000000001,0.016114575746029525,0.016976203656103733,0.002423629599103331,0.00247861776815897,0.00043225216147556463,0.00038193709215939036,0.0006101608641756309,0.03512906174307128,0.034751579008683635,0.027495521282418393,0.0287980681302384,0.0,0.00020870741517118436,0.0023328222891952,0.0,0.0,0.0
