regime,method,test_cvar,objective,mean_return,tc_adjusted_return,volatility,sharpe,sortino,max_drawdown,turnover,tail_loss_frequency,oracle_objective,oracle_regret,test_cvar_sem,objective_sem,mean_return_sem,tc_adjusted_return_sem,volatility_sem,sharpe_sem,sortino_sem,max_drawdown_sem,turnover_sem,tail_loss_frequency_sem,oracle_objective_sem,oracle_regret_sem,test_cvar_win_rate,oracle_regret_win_rate,tc_adjusted_return_win_rate
predictable_tail_crash,min_variance,0.01949365154312139,0.020553833146876872,-0.005293219955833753,-0.005300908018777407,0.005927631903896341,-0.8987826076199041,-0.6780243027693513,-0.4809321462903755,2.8736123960815414e-15,0.096,0.01705515595016862,0.003498677196708248,0.0009751378999392956,0.0009920972889920188,0.00014097970883147757,0.0001406700342903067,0.0002588472077563096,0.03221884262993663,0.012131269276241832,0.0074287267415249275,2.228006991617818e-15,0.0071554175279993255,0.0014558085208358671,0.0007408312154568657,0.0,0.0,0.0
predictable_tail_crash,robust_dfl,0.021669489961204647,0.022047269539364138,-0.0013371973302043285,-0.0018888978907974387,0.008765364352336819,-0.22681531406253724,-0.2487635141137161,-0.21343258733909404,0.5469999172423375,0.0848,0.01705515595016862,0.004992113589195514,0.0009671233096265639,0.0010500539192096923,0.000560075795053234,0.0005517239178838657,0.0004125694274378752,0.0756792658713306,0.06566388110751274,0.050798907202600996,0.021135512729200945,0.004079215610874229,0.0014558085208358671,0.0005526323498189559,0.0,0.0,0.4
predictable_tail_crash,robust_two_stage,0.017253749921240135,0.017881377617463834,-0.0027680050511158785,-0.0031381384811184896,0.007071800704390926,-0.48229819333745977,-0.4534752814641215,-0.3211981838164172,0.3631617400546235,0.07680000000000001,0.01705515595016862,0.0008262216672952124,0.0011528953749019597,0.0011155708917135782,0.0006015232445623396,0.0005811615223978372,0.0006828516243857142,0.10705855588379463,0.08576419319036536,0.04815901235315596,0.04542473254486258,0.005425863986500214,0.0014558085208358671,0.0007986713039848308,0.6,0.4,0.0
predictable_tail_crash,two_stage,0.018169814431057037,0.01856157414677747,-0.0014638032333832123,-0.0019587985786021626,0.007817445657894499,-0.2635601128266716,-0.28805614589064527,-0.2278436685942034,0.48837853020544,0.064,0.01705515595016862,0.0015064181966088458,0.001317390372735785,0.0013685302212248388,0.000551381935208699,0.0005265711189243558,0.0004698001102890376,0.07370268778148298,0.07242633379426167,0.04013372543247295,0.03924099136832366,0.009121403400793104,0.0014558085208358671,0.0005161944649650225,0.4,0.6,0.6
well_specified_high_sample,dfl,0.0009666984752106725,-0.0013133374406381914,0.011829799414450571,0.011400179579244319,0.006056343757958577,1.8869531520768625,23.616477696366317,-0.006117691343550313,0.8581595910367072,0.18488888888888888,-0.006543226505193572,0.005229889064555381,0.0002450924029375607,0.0002756570716455666,0.0004931077476618737,0.000487148944610038,0.00028373887218624436,0.050323702647149644,3.683325176590092,0.0013361652333237263,0.01918755012503918,0.011975283186939975,0.000554929580857673,0.0003168529326743689,0.0,0.0,0.0
well_specified_high_sample,equal_weight,0.006983105374333426,0.006991234835482649,-4.06473057461187e-05,-4.06473057461187e-05,0.003383876116616596,-0.0211536775255708,-0.018346433881355314,-0.0643447481924349,0.0,0.9466666666666667,-0.006543226505193572,0.013534461340676221,0.0006123992302380195,0.0006078725599150453,0.00017953714739690798,0.00017953714739690798,0.0002783133052600363,0.05177227434140125,0.07175965380835687,0.0172964599623969,0.0,0.022177733244221592,0.000554929580857673,0.00011408674704102094,0.0,0.0,0.0
well_specified_high_sample,min_variance,0.0052314471182214025,0.005238343447765645,-3.34744826754631e-05,-3.448164772121495e-05,0.0026145463506507404,-0.016363047449788302,-0.013986756343357675,-0.04666334070525284,8.777712888913319e-17,0.9822222222222223,-0.006543226505193572,0.011781569952959217,0.0003329965168488661,0.00033883818744237564,0.00013040620435064083,0.0001303429734467801,9.682182721577388e-05,0.0490696497799895,0.06859025062824685,0.012459915752281885,2.831779195848278e-17,0.005621826951410463,0.000554929580857673,0.00029487784488943535,0.0,0.0,0.0
well_specified_high_sample,robust_dfl,0.0008565433262017639,-0.0014842670133240641,0.012126100778740342,0.011704051697629139,0.005995545948043422,1.958689469336178,20.022849202913235,-0.008576650099413597,0.8432023337220119,0.16177777777777777,-0.006543226505193572,0.005058959491869508,0.0005224966090286366,0.0005976250758311587,0.0005220113159017304,0.0005189331963195464,0.0002803112195606016,0.07146430044710274,3.7058737509669624,0.0015748702947416674,0.012864463702951892,0.010095837059200486,0.000554929580857673,0.00032006500188825373,0.0,0.0,0.0
well_specified_high_sample,robust_two_stage,-0.0017621645776180566,-0.0040657490309800315,0.011880097241808423,0.011517922266809874,0.005112341689957485,2.255935347589242,34.90806544606507,-0.001559945846805033,0.7234697567748853,0.13955555555555557,-0.006543226505193572,0.002477477474213541,0.0005102146843450039,0.0006059011244216784,0.0005755841466953116,0.0005677175872167884,0.00022073894121966124,0.07742311116820541,14.087930751747665,0.0010947797720102744,0.020276168610026308,0.012460307350112164,0.000554929580857673,0.0003597959861715158,0.0,0.0,0.0
well_specified_high_sample,two_stage,-0.0029875683650593546,-0.005781251993816116,0.014385661997499948,0.0139684181437838,0.005578605925623162,2.509051275770928,1097.5777631275444,-0.0013605236706260905,0.8330169574822207,0.07111111111111111,-0.006543226505193572,0.0007619745113774572,0.00030577790815975527,0.00038836401826109385,0.0005277359416655953,0.0005210887127077337,0.0002286696550859813,0.06743359544278606,995.2033911336989,0.0007783520294204563,0.01803087916750427,0.0070272836892630655,0.000554929580857673,0.0002960067223215697,1.0,1.0,1.0
