method,test_cvar,objective,mean_return,tc_adjusted_return,volatility,sharpe,sortino,max_drawdown,turnover,tail_loss_frequency,oracle_objective,oracle_regret,experiment,regime,seed,n_periods,selected
dfl_lp,0.006454866550962953,0.005735106657730848,0.004273239013063474,0.0035987994661605257,0.005402059148319255,0.6661903112656645,1.903641223184668,-0.024326150406727254,0.6729779229765988,0.256,0.0004588660911073908,0.005276240566623458,sample_size_curve_lp,nonlinear_n1000,0,1000,"{""init"": {""hidden"": 0, ""lr"": 0.005, ""epochs"": 104, ""val_mse"": 0.9756077527999878}, ""lr"": 0.005, ""epochs"": 1, ""val_objective"": 0.005558756928349567}"
mlp_dfl_lp,0.007367123387861546,0.006799850951603948,0.0035039999494858227,0.0028363621812879927,0.005174965398529026,0.5480929749880318,1.2755551018990547,-0.017647947592830726,0.6663234975861754,0.296,0.0004588660911073908,0.006340984860496557,sample_size_curve_lp,nonlinear_n1000,0,1000,"{""init"": {""hidden"": 64, ""lr"": 0.001, ""epochs"": 52, ""val_mse"": 0.9771267771720886}, ""lr"": 0.001, ""epochs"": 1, ""val_objective"": 0.005603614013858898}"
dfl_lp,0.007757184031135668,0.007256345090318611,0.0031568761287189316,0.002504194704085287,0.005182159513623959,0.48323381343598076,1.0639987092123184,-0.02369783893648436,0.6509978685462677,0.192,0.0030786487285482814,0.00417769636177033,sample_size_curve_lp,nonlinear_n1000,1,1000,"{""init"": {""hidden"": 0, ""lr"": 0.02, ""epochs"": 66, ""val_mse"": 0.9504692554473877}, ""lr"": 0.005, ""epochs"": 4, ""val_objective"": 0.008749384494106983}"
mlp_dfl_lp,0.008982503851102797,0.008665676204112837,0.002259955718874834,0.0015841382349498017,0.005179167849196083,0.3058673286462083,0.5574638553566434,-0.026376493958441438,0.6749091036983142,0.252,0.0030786487285482814,0.005587027475564555,sample_size_curve_lp,nonlinear_n1000,1,1000,"{""init"": {""hidden"": 16, ""lr"": 0.001, ""epochs"": 244, ""val_mse"": 0.9574764966964722}, ""lr"": 0.005, ""epochs"": 2, ""val_objective"": 0.006927157249404967}"
dfl_lp,0.008640397938086372,0.00815217858222077,0.003164860780371072,0.002441096779328011,0.005464165774775478,0.44674647137358653,0.9533810827300527,-0.02554198442417499,0.7229555547502738,0.208,0.003439494255737368,0.004712684326483401,sample_size_curve_lp,nonlinear_n1000,2,1000,"{""init"": {""hidden"": 0, ""lr"": 0.02, ""epochs"": 66, ""val_mse"": 0.9182081818580627}, ""lr"": 0.005, ""epochs"": 8, ""val_objective"": 0.007178586509829361}"
mlp_dfl_lp,0.009198639382850957,0.008964466802852565,0.0018322379182190045,0.0011708628999919667,0.0048087023073160986,0.24348833113813131,0.40063081325472993,-0.03624816967617728,0.6615724231601724,0.26,0.003439494255737368,0.005524972547115196,sample_size_curve_lp,nonlinear_n1000,2,1000,"{""init"": {""hidden"": 64, ""lr"": 0.001, ""epochs"": 45, ""val_mse"": 0.9206075668334961}, ""lr"": 0.001, ""epochs"": 3, ""val_objective"": 0.006442871451724491}"
dfl_lp,0.007352611710575737,0.006956302122047108,0.002609490806788072,0.0019815479426431477,0.0046543124470597615,0.42574450356662097,0.9164741306648024,-0.01952444036035661,0.6273239229751515,0.14,0.0036778472818215103,0.0032784548402255975,sample_size_curve_lp,nonlinear_n1000,3,1000,"{""init"": {""hidden"": 0, ""lr"": 0.02, ""epochs"": 60, ""val_mse"": 0.8957066535949707}, ""lr"": 0.005, ""epochs"": 4, ""val_objective"": 0.006322552606648872}"
mlp_dfl_lp,0.0068813774797411775,0.0064065415799447484,0.003085928343409357,0.0023741794989821474,0.004912599197914817,0.4832837776602249,1.13560481321314,-0.021265624134987338,0.7106916627962954,0.12,0.0036778472818215103,0.002728694298123238,sample_size_curve_lp,nonlinear_n1000,3,1000,"{""init"": {""hidden"": 64, ""lr"": 0.001, ""epochs"": 86, ""val_mse"": 0.8836514353752136}, ""lr"": 0.001, ""epochs"": 2, ""val_objective"": 0.004621384197815733}"
dfl_lp,0.00668746231908869,0.006169009578819124,0.003242792858270232,0.0025922637013478314,0.00455204749510356,0.5694720240873464,1.2884135068234694,-0.015601043176251439,0.6489095076027869,0.212,0.002426246149102546,0.0037427634297165784,sample_size_curve_lp,nonlinear_n1000,4,1000,"{""init"": {""hidden"": 0, ""lr"": 0.02, ""epochs"": 62, ""val_mse"": 0.9772250652313232}, ""lr"": 0.001, ""epochs"": 0, ""val_objective"": 0.008502580834178614}"
mlp_dfl_lp,0.006797353462874729,0.006011010853579739,0.00474819254524742,0.003931713046474951,0.005186573517430192,0.7580559752028644,2.145094459507129,-0.013971972281623612,0.8163836270077336,0.16,0.002426246149102546,0.003584764704477193,sample_size_curve_lp,nonlinear_n1000,4,1000,"{""init"": {""hidden"": 16, ""lr"": 0.02, ""epochs"": 54, ""val_mse"": 0.9463040828704834}, ""lr"": 0.001, ""epochs"": 5, ""val_objective"": 0.005409997943987374}"
